Differentiable Convex Polyhedra Optimization from Multi-view Images,Daxuan Ren*; Haiyi Mei; Hezi Shi; Jianmin Zheng; Jianfei Cai; Lei Yang
Combining Generative and Geometry Priors for Wide-Angle Portrait Correction,Lan Yao; Chaofeng Chen; Xiaoming Li*; Zifei Yan; Wangmeng Zuo
I2-SLAM: Inverting Imaging Process for Robust Photorealistic Dense SLAM,Gwangtak Bae; Changwoon Choi; Hyeongjun Heo; Sang Min Kim; Young Min Kim*
Mitigating Perspective Distortion-induced Shape Ambiguity in Image Crops,Aditya Prakash*; Arjun Gupta; Saurabh Gupta
MVSGaussian: Fast Generalizable Gaussian Splatting Reconstruction from Multi-View Stereo,Tianqi Liu; Guangcong Wang; Shoukang Hu; Liao Shen; Xinyi Ye; Yuhang Zang; Zhiguo Cao*; Wei Li; Ziwei Liu
CityGaussian: Real-time High-quality Large-Scale Scene Rendering with Gaussians,Yang Liu; Chuanchen Luo; Lue Fan; Naiyan Wang; Junran Peng*; Zhaoxiang Zhang*
GaussianImage: 1000 FPS Image Representation and Compression by 2D Gaussian Splatting,Xinjie Zhang; Xingtong Ge; Tongda Xu; Dailan He; Yan Wang; Hongwei Qin; Guo Lu; Jing Geng*; Jun Zhang*
FlashSplat: 2D to 3D Gaussian Splatting Segmentation Solved Optimally,Qiuhong Shen; Xingyi Yang; Xinchao Wang*
PolyOculus: Simultaneous Multi-view Image-based Novel View Synthesis,Jason J. Yu*; Tristan Aumentado-Armstrong; Fereshteh Forghani; Konstantinos G. Derpanis; Marcus A. Brubaker
MegaScenes: Scene-Level View Synthesis at Scale,Joseph Tung; Gene Chou*; Ruojin Cai; Guandao Yang; Kai Zhang; Gordon Wetzstein; Bharath Hariharan; Noah Snavely
HiFi-123: Towards High-fidelity One Image to 3D Content Generation,Wangbo Yu*; Li Yuan; Yan-Pei Cao; Xiangjun Gao; Xiaoyu Li; Wenbo Hu; Long Quan; Ying Shan; Yonghong Tian
View-Consistent 3D Editing with Gaussian Splatting,Yuxuan Wang*; Xuanyu Yi; Zike Wu; Na Zhao; Long Chen; Hanwang Zhang
Compress3D: a Compressed Latent Space for 3D Generation from a Single Image,Bowen Zhang*; Tianyu Yang*; Yu Li; Lei Zhang; Xi Zhao*
Forest2Seq: Revitalizing Order Prior for Sequential Indoor Scene Synthesis,Qi Sun*; Hang Zhou; Wengang Zhou; Li Li; Houqiang Li
3DFG-PIFu: 3D Feature Grids for Human Digitization from Sparse Views,Kennard Yanting Chan*; Fayao Liu; Guosheng Lin; Chuan Sheng Foo; Weisi Lin
Nuvo: Neural UV Mapping for Unruly 3D Representations,Pratul Srinivasan*; Stephan J Garbin; Dor Verbin; Jonathan T Barron; Ben Mildenhall
Diffusion Models are Geometry Critics: Single Image 3D Editing Using Pre-Trained Diffusion Priors,Ruicheng Wang*; Jianfeng Xiang; Jiaolong Yang; Xin Tong
BlenderAlchemy: Editing 3D Graphics with Vision-Language Models,Ian Huang*; Guandao Yang; Leonidas Guibas
A Diffusion Model for Simulation Ready Coronary Anatomy with Morpho-skeletal Control,Karim Kadry*; Shreya Gupta; Jonas Sogbadji; Michiel Schaap; Kersten Petersen; Takuya Mizukami; Carlos Collet; Farhad R. Nezami; Elazer R Edelman
DreamMesh: Jointly Manipulating and Texturing Triangle Meshes for Text-to-3D Generation,Zuxuan Wu; Yu-Gang Jiang; Tao Mei; Haibo Yang; Yang Chen; Yingwei Pan*; Ting Yao; Zhineng Chen
TPA3D: Triplane Attention for Fast Text-to-3D Generation,Bin-Shih Wu*; Hong-En Chen*; Sheng-Yu Huang; Yu-Chiang Frank Wang
"DECOLLAGE: 3D Detailization by Controllable, Localized, and Learned Geometry Enhancement",Qimin Chen*; Zhiqin Chen; Vladimir G. Kim; Noam Aigerman; Hao Zhang; Siddhartha Chaudhuri
WordRobe: Text-Guided Generation of Textured 3D Garments,Astitva Srivastava*; Pranav Manu; Amit Raj; Varun Jampani; Avinash Sharma
AnyHome: Open-Vocabulary Large-Scale Indoor Scene Generation with First-Person View Exploration,Rao Fu*; Zehao Wen; Zichen Liu ; Srinath Sridhar
HumanRefiner: Benchmarking Abnormal Human Generation and Refining with Coarse-to-fine Pose-Reversible Guidance,Guian Fang*; Wenbiao Yan; Yuanfan Guo; Jianhua Han; Zutao Jiang; Hang Xu; Shengcai Liao; Xiaodan Liang
SENC: Handling Self-collision in Neural Cloth Simulation,Zhouyingcheng Liao*; Sinan Wang; Taku Komura
AnimatableDreamer: Text-Guided Non-rigid 3D Model Generation and Reconstruction with Canonical Score Distillation,Xinzhou Wang; Yikai Wang*; Junliang Ye; Fuchun Sun*; Zhengyi Wang; Ling Wang; Pengkun Liu; Kai Sun; Xintong Wang; Xie wende; Fangfu Liu; Bin He
SceneScript: Reconstructing Scenes With An Autoregressive Structured Language Model,Armen Avetisyan*; Christopher Xie; Henry Howard-Jenkins; Tsun-Yi Yang; Samir Aroudj; Suvam Patra; Fuyang Zhang; Luke Holland; Duncan Frost; Campbell Orme; Jakob Engel; Edward Miller; Richard Newcombe; Vasileios Balntas
Diffusion Models as Data Mining Tools,Ioannis Siglidis*; Aleksander Holynski; Alexei A. Efros; Mathieu Aubry; Shiry Ginosar
ReMatching: Low-Resolution Representations for Scalable Shape Correspondence,Filippo Maggioli*; Daniele Baieri; Emanuele Rodola; Simone Melzi
PolyRoom: Room-aware Transformer for Floorplan Reconstruction,Yuzhou Liu; Lingjie Zhu; Xiaodong Ma; Hanqiao Ye; Xiang Gao; Xianwei Zheng; Shuhan Shen*
WindPoly: Polygonal Mesh Reconstruction via Winding Numbers,Xin He; Chenlei Lv; Pengdi Huang; Hui Huang*
Hiding Imperceptible Noise in Curvature-Aware Patches for 3D Point Cloud Attack,Mingyu Yang*; Daizong Liu; Keke Tang; Pan Zhou; Lixing Chen; Junyang Chen
Explicitly Guided Information Interaction Network for Cross-modal Point Cloud Completion,Xu Hang; Chen Long; Wenxiao Zhang*; Yuan Liu; Zhen Cao; Zhen Dong; Bisheng Yang
Diffusion Bridges for 3D Point Cloud Denoising,Mathias Vogel Hüni; Keisuke Tateno; Marc Pollefeys; Federico Tombari; Marie-Julie Rakotosaona; Francis Engelmann*
Towards a Density Preserving Objective Function for Learning on Point Sets,Haritha Jayasinghe*; Ioannis Brilakis
Syn-to-Real Domain Adaptation for Point Cloud Completion via Part-based Approach,Yunseo Yang; Jihun Kim; Kuk-Jin Yoon*
T-MAE: Temporal Masked Autoencoders for Point Cloud Representation Learning,Weijie Wei*; Fatemeh Karimi Nejadasl; Theo Gevers; Martin R. Oswald*
Text2LiDAR: Text-guided LiDAR Point Clouds Generation via Equirectangular Transformer,Yang Wu*; Kaihua Zhang; Jianjun Qian; Jin Xie*; Jian Yang
DatasetNeRF: Efficient 3D-aware Data Factory with Generative Radiance Fields,Yu Chi*; Fangneng Zhan; Sibo Wu; Christian Theobalt; Adam Kortylewski
Computing the Lipschitz constant needed for fast scene recovery from CASSI measurements,Niels Chr Overgaard*; Anders Holst
Regularizing Dynamic Radiance Fields with Kinematic Fields,Woobin Im; Geonho Cha; Sebin Lee; Jumin Lee; Juhyeong Seon; Dongyoon Wee; Sungeui Yoon*
GlobalPointer: Large-Scale Plane Adjustment with Bi-Convex Relaxation,Bangyan Liao; Zhenjun Zhao; Lu Chen; Haoang Li; Daniel Cremers; Peidong Liu*
iMatching: Imperative Correspondence Learning,Zitong Zhan*; Dasong Gao; Yun-Jou Lin; Youjie Xia; Chen Wang*
Fundamental Matrix Estimation Using Relative Depths,Yaqing Ding*; Václav Vávra; Snehal Bhayani; Qianliang Wu; Jian Yang; Zuzana Kukelova
Track Everything Everywhere Fast and Robustly,Yunzhou Song; Jiahui Lei*; Ziyun Wang; Lingjie Liu; Kostas Daniilidis
Learning to Make Keypoints Sub-Pixel Accurate,Shinjeong Kim*; Marc Pollefeys; Daniel Barath
Shape-guided Configuration-aware Learning for Endoscopic-image-based Pose Estimation of Flexible Robotic Instruments,Yiyao Ma*; Kai Chen*; Hon-Sing Tong; Ruofeng Wei; Yui-Lun Ng; Ka-Wai Kwok*; Qi Dou*
FreeZe: Training-free zero-shot 6D pose estimation with geometric and vision foundation models,Andrea Caraffa*; Davide Boscaini; Amir Hamza; Fabio Poiesi
Omni6DPose: A Benchmark and Model for Universal 6D Object Pose Estimation and Tracking,Jiyao Zhang; Weiyao Huang; Bo Peng; Mingdong Wu; Fei Hu; Zijian Chen; Bo Zhao; Hao Dong*
Pseudo-keypoint RKHS Learning for Self-supervised 6DoF Pose Estimation,Yangzheng Wu*; Michael Alan Greenspan
Divide and Fuse: Body Part Mesh Recovery from Partially Visible Human Images,Tianyu Luan; Zhongpai Gao; Luyuan Xie; Abhishek Sharma; Hao Ding; Benjamin Planche; Meng Zheng; Ange Lou; Terrence Chen; Junsong Yuan; Ziyan Wu*
GTPT: Group-based Token Pruning Transformer for Efficient Human Pose Estimation,Haonan Wang; Jie Liu*; Jie Tang; Gangshan Wu; Bo Xu; Yanbing Chou; Yong Wang
D-SCo: Dual-Stream Conditional Diffusion for Monocular Hand-Held Object Reconstruction,Bowen Fu*; Gu Wang*; Chenyangguang Zhang; Yan Di; Ziqin Huang; Zhiying Leng; Fabian Manhardt; Xiangyang Ji*; Federico Tombari*
Event-based Head Pose Estimation: Benchmark and Method,Jiahui Yuan*; Hebei Li; Yansong Peng; Jin Wang; Yuheng Jiang; Yueyi Zhang*; Xiaoyan Sun
Parameterized Quasi-Physical Simulators for Dexterous Manipulations Transfer,Xueyi Liu*; Kangbo Lyu; jieqiong zhang; Tao Du; Li Yi*
RAW-Adapter: Adapting Pretrained Visual Model to Camera RAW Images,Ziteng Cui*; Tatsuya Harada
Easing 3D Pattern Reasoning with Side-view Features for Semantic Scene Completion,Linxi Huan; Mingyue Dong; Linwei Yue; Shuhan Shen; Xianwei Zheng*
Diffusion Models for Monocular Depth Estimation: Overcoming Challenging Conditions,Fabio Tosi; Pierluigi Zama Ramirez; Matteo Poggi*
GroCo: Ground Constraint for Metric Self-Supervised Monocular Depth,Aurélien Cecille*; Stefan Duffner; Franck Davoine; Thibault Neveu; Rémi Agier
Remove Projective LiDAR Depthmap Artifacts via Exploiting Epipolar Geometry,Shengjie Zhu*; Girish Chandar Ganesan; Abhinav Kumar; Xiaoming Liu
Cross-view image geo-localization with Panorama-BEV Co-Retrieval Network,Junyan Ye; Zhutao Lv; Weijia Li*; Jinhua Yu; Haote Yang; Huaping Zhong; Conghui He*
CountFormer: Multi-View Crowd Counting Transformer,Hong Mo*; Xiong Zhang*; Jianchao Tan; Cheng Yang; Qiong Gu; Bo Hang; Wenqi Ren
When Pedestrian Detection Meets Multi-Modal Learning: Generalist Model and Benchmark Dataset,Yi Zhang; Wang Zeng; Sheng Jin; Chen Qian*; Ping Luo; Wentao Liu
MapDistill: Boosting Efficient Camera-based HD Map Construction via Camera-LiDAR Fusion Model Distillation,Xiaoshuai Hao*; Ruikai Li; Hui Zhang; Rong Yin; Dingzhe Li; Sangil Jung; Seung-In Park; ByungIn Yoo; Haimei Zhao; Jing Zhang
4D Contrastive Superflows are Dense 3D Representation Learners,Xiang Xu*; Lingdong Kong; Hui Shuai; Wenwei Zhang; Liang Pan; Kai Chen; Ziwei Liu; Qingshan Liu*
TCC-Det: Temporarily consistent cues for weakly-supervised 3D detection,Jan Skvrna*; Lukáš Neumann
CARB-Net: Camera-Assisted Radar-Based Network for Vulnerable Road User Detection,Wei-Yu Lee*; Martin Dimitrievski; David Van Hamme; Jan Aelterman; Ljubomir Jovanov; Wilfried Philips
SeFlow: A Self-Supervised Scene Flow Method in Autonomous Driving,Qingwen Zhang*; Yi Yang; Peizheng Li; Olov Andersson; Patric Jensfelt
RepVF: A Unified Vector Fields Representation for Multi-task 3D Perception,Jianbing Shen; Chunliang Li; Wencheng Han; Junbo Yin; Sanyuan Zhao*
TrafficNight : An Aerial Multimodal Benchmark For Nighttime Vehicle Surveillance,Guoxing Zhang; Yiming Liu; xiaoyu yang; Chao Huang*; HUANG Hailong
RoDUS: Robust Decomposition of Static and Dynamic Elements in Urban Scenes,Thang-Anh-Quan Nguyen*; Luis G Roldao Jimenez*; Nathan Piasco*; Moussab Bennehar*; Dzmitry Tsishkou*
Monocular Occupancy Prediction for Scalable Indoor Scenes,Hongxiao Yu; Yuqi Wang; Yuntao Chen; Zhaoxiang Zhang*
nuCraft: Crafting High Resolution 3D Semantic Occupancy for Unified 3D Scene Understanding,Benjin Zhu*; zhe wang; Hongsheng Li*
Mask2Map: Vectorized HD Map Construction Using Bird's Eye View Segmentation Masks,Sehwan Choi*; Jun Won Choi; Jungho Kim; Hongjae Shin
CARFF: Conditional Auto-encoded Radiance Field for 3D Scene Forecasting,Jiezhi Yang*; Khushi P Desai*; Charles Packer*; Harshil bhatia; Nicholas Rhinehart; Rowan McAllister; Joseph E Gonzalez*
Neural Volumetric World Models for Autonomous Driving,Zanming Huang*; Jimuyang Zhang*; Eshed Ohn-Bar*
Progressive Pretext Task Learning for Human Trajectory Prediction,Xiaotong Lin; Tianming Liang; Jianhuang Lai; Jian-Fang Hu*
Risk-Aware Self-Consistent Imitation Learning for Trajectory Planning in Autonomous Driving,Yixuan Fan*; Ya-Li Li; Shengjin Wang*
Safe-Sim: Safety-Critical Closed-Loop Traffic Simulation with Diffusion-Controllable Adversaries,Wei-Jer Chang*; Francesco Pittaluga; Masayoshi Tomizuka; Wei Zhan; Manmohan Chandraker
"Towards Dual Transparent Liquid Level Estimation in Biomedical Lab: Dataset, Methods and Practice",Xiayu Wang; Ke Ma; Ruiyun Zhong; Xinggang Wang; Yi Fang; Yang Xiao; Tian Xia*
TRAM: Global Trajectory and Motion of 3D Humans from in-the-wild Videos,Yufu Wang*; Ziyun Wang; Lingjie Liu; Kostas Daniilidis
Temporally Consistent Stereo Matching,Jiaxi Zeng*; Chengtang Yao; Yuwei Wu*; Yunde Jia
Retrieval Robust to Object Motion Blur,Rong Zou; Marc Pollefeys; Denys Rozumnyi*
Deblur e-NeRF: NeRF from Motion-Blurred Events under High-speed or Low-light Conditions,Weng Fei Low*; Gim Hee Lee
CMTA: Cross-Modal Temporal Alignment for Event-guided Video Deblurring,Taewoo Kim; Hoonhee Cho; Kuk-Jin Yoon*
Long-range Turbulence Mitigation: A Large-scale Dataset and A Coarse-to-fine Framework,Shengqi Xu; Run Sun; Yi Chang*; Shuning Cao; Xueyao Xiao; Luxin Yan
Diffusion Reward: Learning Rewards via Conditional Video Diffusion,Tao Huang*; Guangqi Jiang; Yanjie Ze; Huazhe Xu*
HUMOS: Human Motion Model Conditioned on Body Shape,Shashank Tripathi*; Omid Taheri; Christoph Lassner*; Michael J. Black*; Daniel Holden*; Carsten Stoll*
PoseAugment: Generative Human Pose Data Augmentation with Physical Plausibility for IMU-based Motion Capture,Zhuojun Li*; Chun Yu*; Chen Liang; Yuanchun Shi
Large Motion Model for Unified Multi-Modal Motion Generation,Mingyuan Zhang*; Daisheng Jin; Chenyang Gu; Fangzhou Hong; Zhongang Cai; Jingfang Huang; Chongzhi Zhang; Xinying Guo; Lei Yang; Ying He; Ziwei Liu*
Realistic Human Motion Generation with Cross-Diffusion Models,Zeping Ren; Shaoli Huang*; Xiu Li*
Text Motion Translator: A Bi-Directional Model for Enhanced 3D Human Motion Generation from Open-Vocabulary Descriptions,Yijun Qian*; Jack Urbanek; Alexander Hauptmann; Jungdam Won
Generating Human Interaction Motions in Scenes with Text Control,Hongwei Yi*; Justus Thies; Michael J. Black; Xue Bin Peng; Davis Rempe*
Listen to Look into the Future: Audio-Visual Egocentric Gaze Anticipation,Bolin Lai*; Fiona Ryan; Wenqi Jia; Miao Liu; James M Rehg
Masked Generative Video-to-Audio Transformers with Enhanced Synchronicity,Santiago Pascual; Chunghsin YEH*; Ioannis Tsiamas; Joan Serrà
PoseCrafter: One-Shot Personalized Video Synthesis Following Flexible Pose Control,Yong Zhong; Min Zhao; Zebin You; Xiaofeng Yu; Changwang Zhang; Chongxuan Li*
MoVideo: Motion-Aware Video Generation with Diffusion Models,Jingyun Liang*; Yuchen Fan; Kai Zhang*; Radu Timofte; Luc Van Gool; Rakesh Ranjan
FreeInit: Bridging Initialization Gap in Video Diffusion Models,Tianxing Wu*; Chenyang Si; Yuming Jiang; Ziqi Huang; Ziwei Liu
DreamMotion: Space-Time Self-Similar Score Distillation for Zero-Shot Video Editing,Hyeonho Jeong; Jinho Chang; Geon Yeong Park; Jong Chul Ye*
Videoshop: Localized Semantic Video Editing with Noise-Extrapolated Diffusion Inversion,Xiang Fan*; Anand Bhattad; Ranjay Krishna
ReNoise: Real Image Inversion Through Iterative Noising,Daniel Garibi*; Or Patashnik; Andrey Voynov; Hadar Averbuch-Elor; Danny Cohen-Or
Elegantly Written: Disentangling Writer and Character Styles for Enhancing  Online Chinese Handwriting,Yu Liu; Fatimah binti Khalid; Lei Wang; Youxi Zhang; Cunrui Wang*
One-Shot Diffusion Mimicker for Handwritten Text Generation,Gang Dai; Yifan Zhang; Quhui Ke; Qiangya Guo; Shuangping Huang*
Investigating Style Similarity in Diffusion Models,Gowthami Somepalli*; Anubhav Gupta; Kamal Gupta; Shramay Palta; Micah Goldblum; Jonas A. Geiping; Abhinav Shrivastava; Tom Goldstein
DreamStruct: Understanding Slides and User Interfaces via Synthetic Data Generation,Yi-Hao Peng*; Faria Huq; Yue Jiang; Jason Wu; Xin Yue Li; Jeffrey Bigham; Amy Pavel
PartCraft: Crafting Creative Objects by Parts,Kam Woh Ng*; Xiatian Zhu; Yi-Zhe Song; Tao Xiang
DreamDrone: Text-to-Image Diffusion Models are Zero-shot Perpetual View Generators,Hanyang Kong*; Dongze Lian; Michael Bi Mi; Xinchao Wang*
WAS: Dataset and Methods for Artistic Text Segmentation,Xudong Xie; Yuzhe Li; Yang Liu; Zhifei Zhang; Zhaowen Wang; Wei Xiong; Xiang Bai*
GarmentAligner: Text-to-Garment Generation via Retrieval-augmented Multi-level Corrections,Shiyue Zhang; Zheng Chong; Xujie Zhang; Hanhui Li; Yuhao Cheng; yiqiang yan; Xiaodan Liang*
PixArt-Sigma: Weak-to-Strong Training of Diffusion Transformer for 4K Text-to-Image Generation,Junsong Chen; Chongjian GE; Enze Xie*; Yue Wu; Lewei Yao; Xiaozhe Ren; Zhongdao Wang; Ping Luo; Huchuan Lu; Zhenguo Li
HybridBooth: Hybrid Prompt Inversion for Efficient Subject-Driven Generation,Shanyan Guan; Yanhao Ge; Ying Tai*; Jian Yang; Wei Li; Mingyu You*
Improving Geo-diversity of Generated Images with Contextualized Vendi Score Guidance,Reyhane Askari Hemmat*; Melissa Hall*; Alicia Yi Sun; Candace Ross; Michal Drozdzal; Adriana Romero-Soriano
Infinite-ID: Identity-preserved Personalization via ID-semantics Decoupling Paradigm,Yi Wu; Ziqiang Li; Heliang Zheng; Chaoyue Wang*; Bin Li*
Diffusion Soup: Model Merging for Text-to-Image Diffusion Models,Benjamin J Biggs*; Arjun Seshadri; Yang Zou; Achin Jain; Aditya Golatkar; Yusheng Xie; Alessandro Achille; Ashwin Swaminathan; Stefano Soatto
Unveiling and Mitigating Memorization in Text-to-image Diffusion Models through Cross Attention,Jie Ren*; Yaxin Li; Shenglai Zeng; Han Xu; Lingjuan Lyu; Yue Xing; Jiliang Tang
Receler: Reliable Concept Erasing of Text-to-Image Diffusion Models via Lightweight Erasers,Chi-Pin Huang*; Kai-Po Chang; Chung-Ting Tsai; Yung-Hsuan Lai; Fu-En Yang; Yu-Chiang Frank Wang
Face Adapter for Pre-Trained Diffusion Models with Fine-Grained ID and Attribute Control,Yue Han*; Junwei Zhu; Keke He; Xu Chen; Yanhao Ge; Wei Li; Xiangtai Li; Jiangning Zhang; Chengjie Wang; Yong Liu
DEPICT: Diffusion-Enabled Permutation Importance for Image Classification Tasks,Sarah Jabbour*; Gregory Kondas; Ella Kazerooni; Michael Sjoding; David Fouhey; Jenna Wiens
Do text-free diffusion models learn discriminative visual representations?,Soumik Mukhopadhyay*; Matthew A Gwilliam*; Yosuke Yamaguchi; Vatsal Agarwal; Namitha Padmanabhan; Archana Swaminathan; Tianyi Zhou; Jun Ohya; Abhinav Shrivastava
DataDream: Few-shot Guided Dataset Generation,Jae Myung Kim*; Jessica Bader; Stephan Alaniz; Cordelia Schmid; Zeynep Akata
DiffuMatting: Synthesizing Arbitrary Objects with Matting-level Annotation,Xiaobin Hu; Xu Peng; Donghao Luo*; Xiaozhong Ji; Jinlong Peng; ZhengKai Jiang; Jiangning Zhang; Taisong Jin*; Chengjie Wang; Rongrong Ji
ZeST: Zero-Shot Material Transfer from a Single Image,Ta-Ying Cheng; Prafull Sharma; Andrew Markham; Niki Trigoni; Varun Jampani*
FreeCompose: Generic Zero-Shot Image Composition with Diffusion Prior,Zhekai Chen; Wen Wang; Zhen Yang; Zeqing Yuan; Hao Chen*; Chunhua Shen*
Learning Equilibrium Transformation for Gamut Expansion and Color Restoration,Jun Xiao*; Changjian Shui; Zhi-Song Liu; Qian Ye; Kin-Man Lam
Timestep-Aware Correction for Quantized Diffusion Models,Yuzhe Yao; Feng Tian; Jun Chen*; Haonan Lin; Guang Dai; Yong Liu; Jingdong Wang
Inf-DiT: Upsampling any-resolution image with memory-efficient diffusion transformer.,Zhuoyi Yang*; Heyang Jiang; Wenyi Hong; Jiayan Teng; Wendi Zheng; Yuxiao Dong; Ming Ding; Jie Tang
Energy-Clibrated VAE with Test Time Free Lunch,Yihong Luo; Siya Qiu; Xingjian Tao; Yujun Cai; Jing Tang*
Noise Calibration: Plug-and-play Content-Preserving Video Enhancement using Pre-trained Video Diffusion Models,Qinyu Yang; Haoxin Chen; Yong Zhang*; Menghan Xia; Xiaodong Cun; Zhixun Su*; Ying Shan
Prompt-Based Test-Time Real Image Dehazing: A Novel Pipeline,Zixuan Chen; Zewei He*; Ziqian Lu; Xuecheng Sun; Zheming Lu
